"number";"r IL_meas";"i IL_meas"
629;0.476213;0
630;0.688052;0
631;0.633084;0
632;0.497579;0
633;0.569105;0
634;0.770145;0
635;0.586213;0
636;0.577257;0
637;0.573496;0
638;0.575;0
639;0.546926;0
640;0.52897;0
641;0.598779;0
642;0.478187;0
643;0.563159;0
644;0.547583;0
645;0.665479;0
646;0.574738;0
647;0.516352;0
648;0.715446;0
649;0.488623;0
650;0.590093;0
651;0.541877;0
652;0.533383;0
653;0.508959;0
654;0.525135;0
655;0.601727;0
656;0.668886;0
657;0.603788;0
658;0.46191;0
659;0.519264;0
660;0.527605;0
661;0.697051;0
662;0.627836;0
663;0.564473;0
664;0.478659;0
665;0.673526;0
666;0.512174;0
667;0.625462;0
668;0.575319;0
669;0.519271;0
670;0.497531;0
671;0.698068;0
672;0.556364;0
673;0.56223;0
674;0.502385;0
675;0.732627;0
676;0.511955;0
677;0.555672;0
678;0.730481;0
679;0.577409;0
680;0.559241;0
681;0.48965;0
682;0.593059;0
683;0.439035;0
684;0.490377;0
685;0.557478;0
686;0.522008;0
687;0.484016;0
688;0.580997;0
689;0.469399;0
690;0.54384;0
691;0.575058;0
692;0.642092;0
693;0.455147;0
694;0.582121;0
695;0.466126;0
696;0.557566;0
697;0.421802;0
698;0.568122;0
699;0.641826;0
700;0.569176;0
701;0.579346;0
702;0.516051;0
703;0.535185;0
704;0.53155;0
705;0.493448;0
706;0.598467;0
707;0.627482;0
708;0.526007;0
709;0.567497;0
710;0.408693;0
711;0.528801;0
712;0.577204;0
713;0.627457;0
714;0.562183;0
715;0.513417;0
716;0.59442;0
717;0.763023;0
718;0.727982;0
719;0.554084;0
720;0.497823;0
721;0.441481;0
722;0.552825;0
723;0.693381;0
724;0.446062;0
725;0.534422;0
726;0.619958;0
727;0.609227;0
728;0.571847;0
729;0.490938;0
730;0.649321;0
731;0.559897;0
732;0.691337;0
733;0.59037;0
734;0.485376;0
735;0.618;0
736;0.558696;0
737;0.608311;0
738;0.634287;0
739;0.468677;0
740;0.517222;0
741;0.49395;0
742;0.513577;0
743;0.618671;0
744;0.623589;0
745;0.560446;0
746;0.578968;0
747;0.494859;0
748;0.589362;0
749;0.561612;0
750;0.56303;0
751;0.745624;0
752;0.470996;0
753;0.630895;0
754;0.563333;0
755;0.644989;0
756;0.588516;0
757;0.722491;0
758;0.547465;0
759;0.674932;0
760;0.568404;0
761;0.572365;0
762;0.589757;0
763;0.621739;0
764;0.523566;0
765;0.699809;0
766;0.519544;0
767;0.524996;0
768;0.517496;0
769;0.575061;0
770;0.559066;0
771;0.552557;0
772;0.370994;0
773;0.500983;0
774;0.57849;0
775;0.517433;0
776;0.658521;0
777;0.635911;0
778;0.736731;0
779;0.649093;0
780;0.654817;0
781;0.570083;0
782;0.51947;0
783;0.957434;0
784;0.552746;0
785;0.658781;0
786;0.713064;0
787;0.484395;0
788;0.537682;0
789;0.517031;0
790;0.620188;0
791;0.626781;0
792;0.502321;0
793;0.532087;0
794;0.624309;0
795;0.472242;0
796;0.496848;0
797;0.579088;0
798;0.529649;0
799;0.591876;0
800;0.444189;0
801;0.551496;0
802;0.570792;0
803;0.536523;0
804;0.672394;0
805;0.554076;0
806;0.528871;0
807;0.566714;0
808;0.624954;0
809;0.458274;0
810;0.499717;0
811;0.441991;0
812;0.55367;0
813;0.661183;0
814;0.52849;0
815;0.643755;0
816;0.533772;0
817;0.540434;0
818;0.649078;0
819;0.57722;0
820;0.642973;0
821;0.513624;0
822;0.569339;0
823;0.597051;0
824;0.63081;0
825;0.678941;0
826;0.65693;0
