"number";"r IL_meas";"i IL_meas"
1385;1.19669;0
1386;1.6767;0
1387;0.644002;0
1388;1.18515;0
1389;0.878151;0
1390;0.918665;0
1391;0.907032;0
1392;0.876005;0
1393;0.896461;0
1394;1.00674;0
1395;1.27384;0
1396;1.34289;0
1397;1.35557;0
1398;1.22255;0
1399;1.12014;0
1400;1.00595;0
1401;0.766265;0
1402;1.36191;0
1403;2.41164;0
1404;1.17761;0
1405;1.02074;0
1406;1.04314;0
1407;1.15195;0
1408;0.893883;0
1409;0.901354;0
1410;1.59454;0
1411;0.923941;0
1412;1.34405;0
1413;0.704021;0
1414;0.945604;0
1415;0.868047;0
1416;0.83409;0
1417;0.910139;0
1418;1.80434;0
1419;0.792748;0
1420;0.983949;0
1421;1.02899;0
1422;0.660423;0
1423;1.09581;0
1424;1.19506;0
1425;0.898648;0
1426;0.743938;0
1427;1.62374;0
1428;0.923238;0
1429;1.51706;0
1430;1.22094;0
1431;1.14941;0
1432;1.41261;0
1433;0.750262;0
1434;1.64728;0
1435;1.05366;0
1436;1.57583;0
1437;1.4172;0
1438;1.15136;0
1439;1.02568;0
1440;1.24119;0
1441;1.24371;0
1442;0.77967;0
1443;0.863779;0
1444;0.846922;0
1445;1.05105;0
1446;0.984637;0
1447;0.97951;0
1448;1.11726;0
1449;0.961306;0
1450;0.895094;0
1451;0.923292;0
1452;0.995017;0
1453;1.07463;0
1454;0.770585;0
1455;0.867723;0
1456;0.698284;0
1457;0.88136;0
1458;1.09916;0
1459;0.889279;0
1460;0.577204;0
1461;0.635837;0
1462;1.13124;0
1463;1.02343;0
1464;0.777027;0
1465;0.952543;0
1466;1.71841;0
1467;1.01853;0
1468;1.2742;0
1469;1.60686;0
1470;0.823547;0
1471;0.651941;0
1472;1.21146;0
1473;1.40317;0
1474;0.899278;0
1475;0.761929;0
1476;1.86402;0
1477;1.18427;0
1478;0.794598;0
1479;1.08866;0
1480;1.0113;0
1481;1.26764;0
1482;1.14944;0
1483;0.874246;0
1484;0.964882;0
1485;0.997794;0
1486;1.19191;0
1487;0.883628;0
1488;1.15244;0
1489;1.18083;0
1490;1.01422;0
1491;0.962102;0
